Text, Link 
  , https://foundation.wikimedia.org/
Download for iOS on the App Store:
  , //itunes.apple.com/app/apple-store/id324715238?pt=208305&ct=portal&mt=8
Download for Android on Google Play:
  , //play.google.com/store/apps/details?id=org.wikipedia&referrer=campaign_id%3Dportal
View full list of available Wikipedia apps:
  , //en.wikipedia.org/wiki/List_of_Wikipedia_mobile_applications





Commons
Freely usable photos & more

:
  , //commons.wikimedia.org/





Wikivoyage
Free travel guide

:
  , //www.wikivoyage.org/





Wiktionary
Free dictionary

:
  , //www.wiktionary.org/





Wikibooks
Free textbooks

:
  , //www.wikibooks.org/





Wikinews
Free news source

:
  , //www.wikinews.org/





Wikidata
Free knowledge base

:
  , //www.wikidata.org/





Wikiversity
Free course materials

:
  , //www.wikiversity.org/





Wikiquote
Free quote compendium

:
  , //www.wikiquote.org/





MediaWiki
Free & open wiki application

:
  , //www.mediawiki.org/





Wikisource
Free library

:
  , //www.wikisource.org/





Wikispecies
Free species directory

:
  , //species.wikimedia.org/





Meta-Wiki
Community coordination & documentation

:
  , //meta.wikimedia.org/
Creative Commons Attribution-ShareAlike License:
  , https://creativecommons.org/licenses/by-sa/3.0/
Terms of Use:
  , //meta.wikimedia.org/wiki/Terms_of_Use
Privacy Policy:
  , //meta.wikimedia.org/wiki/Privacy_policy
